Antecedent;Consequent
 Beilage a 0,40|  SalatTeller|  Tagessuppe a 0,30 ; Suppe 1,00   
 BIO Back 0,45|  Beilage a 0,40|  Suppe 1,00 ; SalatTeller|  Tagessuppe a 0,30| 
 BIO Back 0,45|  Beilage a 0,40|  SalatTeller|  Suppe 1,00 ; Tagessuppe a 0,30   
 BIO Back 0,45|  Beilage a 0,40|  SalatTeller|  Tagessuppe a 0,30 ; Suppe 1,00   
 BIO Back 0,45|  Beilage a 0,40|  Suppe 1,00|  Tagessuppe a 0,30 ; SalatTeller   
 Beilage a 0,40|  SalatTeller|  Suppe 1,00|  Tagessuppe a 0,30 ; BIO Back 0,45   
 Beilage a 0,40|  Klassik Semmel 0,30 ; Beilage a 0,45|  Suppe 1,00| 
 Beilage a 0,40|  Beilage a 0,45|  Klassik Semmel 0,30 ; Suppe 1,00   
 Beilage a 0,40|  Klassik Semmel 0,30|  Suppe 1,00 ; Beilage a 0,45   
 Beilage a 0,40|  Dessert a 0,80 ; Beilage a 0,45|  Suppe 1,00| 
 Beilage a 0,40|  Beilage a 0,45|  Dessert a 0,80 ; Suppe 1,00   
 Beilage a 0,40|  Dessert a 0,80|  Suppe 1,00 ; Beilage a 0,45   
 Beilage a 0,40|  BeiwerkTeller|  O-Saft frisch ; Suppe 1,00   
 Beilage a 0,40|  O-Saft frisch|  SalatTeller ; Suppe 1,00   
 Beilage a 0,40|  Gnocchi Duo mit Gemüse und Hüttenkäse  ; Suppe 1,00   
 Beilage a 0,40|  Tagessuppe a 0,30 ; Suppe 1,00   
 Beilage a 0,40|  Salat Schale ; Suppe 1,00   
 Beilage a 0,40|  Gnocchi Duo mit Gemüse und Hüttenkäse |  Salat Schale ; Suppe 1,00   
 Gnocchi Duo mit Gemüse und Hüttenkäse |  Salat Schale|  Suppe 1,00 ; Beilage a 0,40   
 Beilage a 0,40|  BeiwerkTeller ; Suppe 1,00   
 Beilage a 0,40|  SalatTeller ; Suppe 1,00   
 Beilage a 0,40|  Beilage a 0,45 ; Suppe 1,00   
 Farfalle in Gemüseschmelze Raddichio und Mandeln |  Obst 0,40 ; Dessert a 0,60|  Salat Schale| 
 Obst 0,40|  Salat Schale ; Dessert a 0,60   
 Dessert a 0,60|  Farfalle in Gemüseschmelze Raddichio und Mandeln  ; Obst 0,40|  Salat Schale| 
 Dessert a 0,60|  Obst 0,40 ; Salat Schale   
 Dessert a 0,60|  Farfalle in Gemüseschmelze Raddichio und Mandeln |  Obst 0,40 ; Salat Schale   
 Dessert a 0,60|  Farfalle in Gemüseschmelze Raddichio und Mandeln |  Salat Schale ; Obst 0,40   
 Dessert a 0,60|  Obst 0,40|  Salat Schale ; Farfalle in Gemüseschmelze Raddichio und Mandeln    
 Farfalle in Gemüseschmelze Raddichio und Mandeln |  Obst 0,40|  Salat Schale ; Dessert a 0,60   
 Dessert a 1,40|  belegte Backw. 1,70 ; Beilage a 0,45   
 BeiwerkTeller|  Dessert a 1,40 ; O-Saft frisch|  Salat Schale| 
 BeiwerkTeller|  Dessert a 1,40|  O-Saft frisch ; Salat Schale   
 BeiwerkTeller|  Dessert a 1,40|  Salat Schale ; O-Saft frisch   
 Dessert a 1,40|  O-Saft frisch|  Salat Schale ; BeiwerkTeller   
 Dessert a 1,40|  Semmeln ; Tagessuppe a 0,30   
 Dessert a 1,40|  O-Saft frisch|  Tagessuppe a 0,30 ; Beilage a 0,45   
 BeiwerkTeller|  Dessert a 1,20 ; Salat Port.  0,60   
 Dessert a 1,20|  Salat Port.  0,60 ; BeiwerkTeller   
 Breze 0,65|  Dessert a 1,20 ; Tagessuppe a 0,30   
 Beilage a 0,45|  Marmelade 0,35 ; Klassik Semmel 0,30|  Port. Butter Honig ec| 
 Beilage a 0,45|  Klassik Semmel 0,30|  Marmelade 0,35 ; Port. Butter Honig ec   
 Beilage a 0,45|  Klassik Semmel 0,30|  Port. Butter Honig ec ; Marmelade 0,35   
 Beilage a 0,45|  Marmelade 0,35|  Port. Butter Honig ec ; Klassik Semmel 0,30   
 Breze 0,65|  Käse-Mohn Breze ; BIO Molkerei 0,50   
 Käse-Mohn Breze|  Marmelade 0,35 ; BIO Molkerei 0,50|  Breze 0,65| 
 BIO Molkerei 0,50|  Käse-Mohn Breze ; Breze 0,65   
 BIO Molkerei 0,50|  Marmelade 0,35 ; Breze 0,65|  Käse-Mohn Breze| 
 BIO Molkerei 0,50|  Breze 0,65|  Käse-Mohn Breze ; Marmelade 0,35   
 BIO Molkerei 0,50|  Breze 0,65|  Marmelade 0,35 ; Käse-Mohn Breze   
 BIO Molkerei 0,50|  Käse-Mohn Breze|  Marmelade 0,35 ; Breze 0,65   
 Breze 0,65|  Käse-Mohn Breze|  Marmelade 0,35 ; BIO Molkerei 0,50   
 Marmelade 0,35|  Obstbecher 0,90 ; Breze 0,65|  Port. Butter Honig ec| 
 Breze 0,65|  Marmelade 0,35|  Obstbecher 0,90 ; Port. Butter Honig ec   
 Marmelade 0,35|  Obstbecher 0,90|  Port. Butter Honig ec ; Breze 0,65   
 Kornsemmel 0,40|  Marmelade 0,35 ; BIO Back 0,45   
 Marmelade 0,35|  Wiener ; Port. Butter Honig ec|  Semmeln| 
 Marmelade 0,35|  Semmeln ; Port. Butter Honig ec|  Wiener| 
 Marmelade 0,35|  Port. Butter Honig ec|  Semmeln ; Wiener   
 Marmelade 0,35|  Port. Butter Honig ec|  Wiener ; Semmeln   
 Marmelade 0,35|  Semmeln|  Wiener ; Port. Butter Honig ec   
 Port. Butter Honig ec|  Semmeln|  Wiener ; Marmelade 0,35   
 Linsen-Gemüseeintopf mit Kasslerstreifen |  Marmelade 0,35 ; Breze 0,65|  O-Saft frisch|  Port. Butter Honig ec| 
 Linsen-Gemüseeintopf mit Kasslerstreifen |  Port. Butter Honig ec ; Breze 0,65|  O-Saft frisch| 
 Linsen-Gemüseeintopf mit Kasslerstreifen |  Marmelade 0,35|  O-Saft frisch ; Breze 0,65|  Port. Butter Honig ec| 
 Linsen-Gemüseeintopf mit Kasslerstreifen |  Marmelade 0,35|  Port. Butter Honig ec ; Breze 0,65|  O-Saft frisch| 
 Linsen-Gemüseeintopf mit Kasslerstreifen |  O-Saft frisch|  Port. Butter Honig ec ; Breze 0,65   
 Breze 0,65|  Linsen-Gemüseeintopf mit Kasslerstreifen |  Marmelade 0,35|  O-Saft frisch ; Port. Butter Honig ec   
 Breze 0,65|  Linsen-Gemüseeintopf mit Kasslerstreifen |  Marmelade 0,35|  Port. Butter Honig ec ; O-Saft frisch   
 Breze 0,65|  Linsen-Gemüseeintopf mit Kasslerstreifen |  O-Saft frisch|  Port. Butter Honig ec ; Marmelade 0,35   
 Linsen-Gemüseeintopf mit Kasslerstreifen |  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec ; Breze 0,65   
 Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch ; Port. Butter Honig ec   
 Klassik Semmel 0,30|  Marmelade 0,35|  belegte Backw. 1,40 ; O-Saft frisch|  Port. Butter Honig ec| 
 Marmelade 0,35|  O-Saft frisch|  belegte Backw. 1,40 ; Klassik Semmel 0,30|  Port. Butter Honig ec| 
 Marmelade 0,35|  Port. Butter Honig ec|  belegte Backw. 1,40 ; Klassik Semmel 0,30|  O-Saft frisch| 
 Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec ; belegte Backw. 1,40   
 Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  belegte Backw. 1,40 ; Port. Butter Honig ec   
 Klassik Semmel 0,30|  Marmelade 0,35|  Port. Butter Honig ec|  belegte Backw. 1,40 ; O-Saft frisch   
 Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  belegte Backw. 1,40 ; Klassik Semmel 0,30   
 BIO Back 0,45|  BIO-Rührei|  Marmelade 0,35 ; Port. Butter Honig ec   
 BIO Back 0,45|  BIO-Rührei|  Port. Butter Honig ec ; Marmelade 0,35   
 BIO-Rührei|  Marmelade 0,35|  Port. Butter Honig ec ; BIO Back 0,45   
 Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec ; Breze 0,65   
 Breze 0,65|  Breze 0,65|  Marmelade 0,35 ; Port. Butter Honig ec   
 BIO Back 0,45|  Klassik Semmel 0,30|  Marmelade 0,35 ; Port. Butter Honig ec   
 BIO Back 0,45|  Klassik Semmel 0,30|  Port. Butter Honig ec ; Marmelade 0,35   
 Breze 0,65|  Breze 0,65|  Port. Butter Honig ec ; O-Saft frisch   
 BIO Back 0,45|  MüsliTeller ; O-Saft frisch|  Tagessuppe a 0,30| 
 MüsliTeller|  Tagessuppe a 0,30 ; BIO Back 0,45|  O-Saft frisch| 
 BIO Back 0,45|  MüsliTeller|  O-Saft frisch ; Tagessuppe a 0,30   
 BIO Back 0,45|  MüsliTeller|  Tagessuppe a 0,30 ; O-Saft frisch   
 MüsliTeller|  O-Saft frisch|  Tagessuppe a 0,30 ; BIO Back 0,45   
 BIO Molkerei 0,55 _|  MüsliTeller ; Backwaren Kuchen 1,30   
 Backwaren Kuchen 1,30|  MüsliTeller ; BIO Molkerei 0,55 _   
 Kartoffeln mit Kräuterquark |  MüsliTeller ; Obstbecher 0,90   
 Kartoffeln mit Kräuterquark |  Obstbecher 0,90 ; MüsliTeller   
 Dinkelpasta mit Bärlauch und Gemüsepesto |  Tagessuppe a 0,30 ; Salat Schale   
 Breze 0,65|  Getreiderisotto mit Gemüse und Hühnchen  ; Suppe 1,00   
 Getreiderisotto mit Gemüse und Hühnchen |  Suppe 1,00 ; Breze 0,65   
 BeiwerkTeller|  Getreiderisotto mit Gemüse und Hühnchen  ; Molkereiprodukte 0,25   
 Getreiderisotto mit Gemüse und Hühnchen |  Tagessuppe a 0,30 ; Dessert a 0,80   
 Käse-Mohn Breze|  Leberkäse Semmel ; O-Saft frisch|  Obst 0,40| 
 Käse-Mohn Breze|  Leberkäse Semmel|  O-Saft frisch ; Obst 0,40   
 Käse-Mohn Breze|  Leberkäse Semmel|  Obst 0,40 ; O-Saft frisch   
 Käse-Mohn Breze|  belegte Backw. 1,40 ; Beilage a 0,75|  O-Saft frisch|  Tagessuppe a 0,30| 
 Käse-Mohn Breze|  O-Saft frisch|  Tagessuppe a 0,30 ; Beilage a 0,75|  belegte Backw. 1,40| 
 Käse-Mohn Breze|  O-Saft frisch|  belegte Backw. 1,40 ; Beilage a 0,75|  Tagessuppe a 0,30| 
 Käse-Mohn Breze|  Tagessuppe a 0,30|  belegte Backw. 1,40 ; Beilage a 0,75|  O-Saft frisch| 
 O-Saft frisch|  Tagessuppe a 0,30|  belegte Backw. 1,40 ; Beilage a 0,75   
 Beilage a 0,75|  Käse-Mohn Breze ; O-Saft frisch|  Tagessuppe a 0,30|  belegte Backw. 1,40| 
 Beilage a 0,75|  belegte Backw. 1,40 ; O-Saft frisch|  Tagessuppe a 0,30| 
 Beilage a 0,75|  Käse-Mohn Breze|  Tagessuppe a 0,30 ; O-Saft frisch|  belegte Backw. 1,40| 
 Beilage a 0,75|  Käse-Mohn Breze|  belegte Backw. 1,40 ; O-Saft frisch|  Tagessuppe a 0,30| 
 Beilage a 0,75|  Tagessuppe a 0,30|  belegte Backw. 1,40 ; O-Saft frisch   
 Beilage a 0,75|  Käse-Mohn Breze|  O-Saft frisch ; Tagessuppe a 0,30|  belegte Backw. 1,40| 
 Beilage a 0,75|  O-Saft frisch|  belegte Backw. 1,40 ; Tagessuppe a 0,30   
 Beilage a 0,75|  Käse-Mohn Breze|  O-Saft frisch|  Tagessuppe a 0,30 ; belegte Backw. 1,40   
 Beilage a 0,75|  Käse-Mohn Breze|  O-Saft frisch|  belegte Backw. 1,40 ; Tagessuppe a 0,30   
 Beilage a 0,75|  Käse-Mohn Breze|  Tagessuppe a 0,30|  belegte Backw. 1,40 ; O-Saft frisch   
 Beilage a 0,75|  O-Saft frisch|  Tagessuppe a 0,30|  belegte Backw. 1,40 ; Käse-Mohn Breze   
 Käse-Mohn Breze|  O-Saft frisch|  Tagessuppe a 0,30|  belegte Backw. 1,40 ; Beilage a 0,75   
 Käse-Mohn Breze|  Wiener ; O-Saft frisch   
 BIO Back 0,45|  Käse-Mohn Breze ; SalatTeller|  Tagessuppe a 0,30| 
 BIO Back 0,45|  Käse-Mohn Breze|  SalatTeller ; Tagessuppe a 0,30   
 BIO Back 0,45|  Käse-Mohn Breze|  Tagessuppe a 0,30 ; SalatTeller   
 Ei 0,30|  Käse-Mohn Breze ; SalatTeller   
 Käse-Mohn Breze|  Obst 0,40 ; O-Saft frisch   
 Dessert a 1,00|  Molkereiprodukte 0,25 ; Semmeln|  Tagessuppe a 0,30| 
 Dessert a 1,00|  Semmeln ; Molkereiprodukte 0,25|  Tagessuppe a 0,30| 
 Dessert a 1,00|  Molkereiprodukte 0,25|  Semmeln ; Tagessuppe a 0,30   
 Dessert a 1,00|  Molkereiprodukte 0,25|  Tagessuppe a 0,30 ; Semmeln   
 Dessert a 1,00|  Semmeln|  Tagessuppe a 0,30 ; Molkereiprodukte 0,25   
 Dessert a 1,00|  Suppe 1,00 ; Beilage a 0,45   
 Dessert a 1,00|  Salat Schale ; Beilage a 0,45   
 Beilage a 0,45|  Dessert a 1,00|  O-Saft frisch ; Salat Schale   
 Dessert a 1,00|  O-Saft frisch|  Salat Schale ; Beilage a 0,45   
  Naturpenne mit Putenbruststreifen und Karotten-Pilzgemüse |  Breze 0,65 ; Suppe 1,00   
  Naturpenne mit Putenbruststreifen und Karotten-Pilzgemüse |  O-Saft frisch ; Tagessuppe a 0,30   
  Naturpenne mit Putenbruststreifen und Karotten-Pilzgemüse |  O-Saft frisch|  SalatTeller ; Tagessuppe a 0,30   
  Naturpenne mit Putenbruststreifen und Karotten-Pilzgemüse |  SalatTeller|  Tagessuppe a 0,30 ; O-Saft frisch   
  Naturpenne mit Putenbruststreifen und Karotten-Pilzgemüse |  Dessert a 0,80 ; Tagessuppe a 0,30   
 BIO Qualität Spaghetti mit Gemüsebolognese |  Backwaren Kuchen 1,30 ; Molkereiprodukte 0,25|  O-Saft frisch| 
 BIO Qualität Spaghetti mit Gemüsebolognese |  Molkereiprodukte 0,25 ; Backwaren Kuchen 1,30|  O-Saft frisch| 
 BIO Qualität Spaghetti mit Gemüsebolognese |  Backwaren Kuchen 1,30|  Molkereiprodukte 0,25 ; O-Saft frisch   
 BIO Qualität Spaghetti mit Gemüsebolognese |  Backwaren Kuchen 1,30|  O-Saft frisch ; Molkereiprodukte 0,25   
 BIO Qualität Spaghetti mit Gemüsebolognese |  Molkereiprodukte 0,25|  O-Saft frisch ; Backwaren Kuchen 1,30   
 BIO Qualität Spaghetti mit Gemüsebolognese |  Dessert a 0,60 ; Salat Port.  0,60   
 BIO Qualität Spaghetti mit Gemüsebolognese |  SalatTeller ; Tagessuppe a 0,30   
 Fixer Rabatt/Aufschl.|  Gnocchi Duo mit Gemüse und Hüttenkäse |  O-Saft frisch ; Salat Port.  0,60   
 Fixer Rabatt/Aufschl.|  Gnocchi Duo mit Gemüse und Hüttenkäse |  Salat Port.  0,60 ; O-Saft frisch   
 Gnocchi Duo mit Gemüse und Hüttenkäse |  O-Saft frisch|  Salat Port.  0,60 ; Fixer Rabatt/Aufschl.   
" Breze 0,65|  Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika  "; Molkereiprodukte 0,25   
" Molkereiprodukte 0,25|  Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika  "; Breze 0,65   
" BeiwerkTeller|  Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika |  Salat Port.  0,60 "; Salat Schale|  Suppe 1,00| 
" BeiwerkTeller|  Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika |  Salat Schale "; Salat Port.  0,60|  Suppe 1,00| 
" O-Saft frisch|  O-Saft frisch|  Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika  "; BeiwerkTeller   
" BeiwerkTeller|  Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika |  Suppe 1,00 "; Salat Port.  0,60|  Salat Schale| 
" Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika |  Salat Port.  0,60|  Suppe 1,00 "; BeiwerkTeller|  Salat Schale| 
" Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika |  Salat Schale|  Suppe 1,00 "; BeiwerkTeller|  Salat Port.  0,60| 
" BeiwerkTeller|  Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika |  Salat Port.  0,60|  Salat Schale "; Suppe 1,00   
" BeiwerkTeller|  Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika |  Salat Port.  0,60|  Suppe 1,00 "; Salat Schale   
" BeiwerkTeller|  Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika |  Salat Schale|  Suppe 1,00 "; Salat Port.  0,60   
" Reispfanne ""Red Thai"" Tomate, Fenchel, Paprika |  Salat Port.  0,60|  Salat Schale|  Suppe 1,00 "; BeiwerkTeller   
 Dessert a 1,60|  Müsli to go ; Salat Port.  0,60   
 Müsli to go|  Salat Port.  0,60 ; Dessert a 1,60   
 Backwaren Kuchen 1,30|  Müsli to go ; BIO Molkerei 0,50|  Obstbecher 0,90| 
 BIO Molkerei 0,50|  Backwaren Kuchen 1,30|  Müsli to go ; Obstbecher 0,90   
 BIO Molkerei 0,50|  Backwaren Kuchen 1,30|  Obstbecher 0,90 ; Müsli to go   
 Backwaren Kuchen 1,30|  Müsli to go|  Obstbecher 0,90 ; BIO Molkerei 0,50   
 BIO Molkerei 0,50|  Breze 0,65|  Obstbecher 0,90 ; Müsli to go   
 Breze 0,65|  Müsli to go|  Obstbecher 0,90 ; BIO Molkerei 0,50   
 BIO-Rührei|  belegte Backw. 1,70 ; O-Saft frisch   
 BIO-Rührei|  belegte Backw. 2,30 ; Breze 0,65|  Obstbecher 0,90| 
 BIO-Rührei|  Breze 0,65|  Obstbecher 0,90 ; belegte Backw. 2,30   
 BIO-Rührei|  Breze 0,65|  belegte Backw. 2,30 ; Obstbecher 0,90   
 BIO-Rührei|  Obstbecher 0,90|  belegte Backw. 2,30 ; Breze 0,65   
 Breze 0,65|  Obstbecher 0,90|  belegte Backw. 2,30 ; BIO-Rührei   
 BIO-Rührei|  BeiwerkTeller ; BIO Molkerei 0,55 _|  Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,55 _|  BIO-Rührei|  BeiwerkTeller ; Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,55 _|  BIO-Rührei|  Tagessuppe a 0,30 ; Obstbecher 0,90   
 BIO Molkerei 0,55 _|  BeiwerkTeller|  Tagessuppe a 0,30 ; Obstbecher 0,90   
 BIO-Rührei|  BeiwerkTeller|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _|  Obstbecher 0,90| 
 BIO-Rührei|  BeiwerkTeller|  Obstbecher 0,90 ; BIO Molkerei 0,55 _|  Tagessuppe a 0,30| 
 BIO-Rührei|  Obstbecher 0,90|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _   
 BeiwerkTeller|  Obstbecher 0,90|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,55 _|  BIO-Rührei|  Obstbecher 0,90 ; Tagessuppe a 0,30   
 BIO Molkerei 0,55 _|  BeiwerkTeller|  Obstbecher 0,90 ; Tagessuppe a 0,30   
 BIO Molkerei 0,55 _|  BIO-Rührei|  BeiwerkTeller|  Obstbecher 0,90 ; Tagessuppe a 0,30   
 BIO Molkerei 0,55 _|  BIO-Rührei|  BeiwerkTeller|  Tagessuppe a 0,30 ; Obstbecher 0,90   
 BIO Molkerei 0,55 _|  BIO-Rührei|  Obstbecher 0,90|  Tagessuppe a 0,30 ; BeiwerkTeller   
 BIO Molkerei 0,55 _|  BeiwerkTeller|  Obstbecher 0,90|  Tagessuppe a 0,30 ; BIO-Rührei   
 BIO-Rührei|  BeiwerkTeller|  Obstbecher 0,90|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,80|  BIO-Rührei ; Backwaren Kuchen 1,30|  Breze 0,65|  Kornsemmel 0,40| 
 BIO Molkerei 0,80|  BIO-Rührei|  Breze 0,65 ; Backwaren Kuchen 1,30|  Kornsemmel 0,40| 
 BIO Molkerei 0,80|  BIO-Rührei|  Kornsemmel 0,40 ; Backwaren Kuchen 1,30|  Breze 0,65| 
 BIO Molkerei 0,80|  Breze 0,65|  Kornsemmel 0,40 ; Backwaren Kuchen 1,30   
 BIO-Rührei|  Breze 0,65|  Kornsemmel 0,40 ; BIO Molkerei 0,80|  Backwaren Kuchen 1,30| 
 BIO-Rührei|  Backwaren Kuchen 1,30 ; BIO Molkerei 0,80|  Breze 0,65|  Kornsemmel 0,40| 
 BIO Molkerei 0,80|  BIO-Rührei|  Backwaren Kuchen 1,30 ; Breze 0,65|  Kornsemmel 0,40| 
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Kornsemmel 0,40 ; Breze 0,65   
 BIO-Rührei|  Backwaren Kuchen 1,30|  Kornsemmel 0,40 ; BIO Molkerei 0,80|  Breze 0,65| 
 BIO-Rührei|  Backwaren Kuchen 1,30|  Breze 0,65 ; BIO Molkerei 0,80|  Kornsemmel 0,40| 
 Backwaren Kuchen 1,30|  Breze 0,65|  Kornsemmel 0,40 ; BIO Molkerei 0,80   
 BIO Molkerei 0,80|  BIO-Rührei|  Backwaren Kuchen 1,30|  Breze 0,65 ; Kornsemmel 0,40   
 BIO Molkerei 0,80|  BIO-Rührei|  Backwaren Kuchen 1,30|  Kornsemmel 0,40 ; Breze 0,65   
 BIO Molkerei 0,80|  BIO-Rührei|  Breze 0,65|  Kornsemmel 0,40 ; Backwaren Kuchen 1,30   
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Breze 0,65|  Kornsemmel 0,40 ; BIO-Rührei   
 BIO-Rührei|  Backwaren Kuchen 1,30|  Breze 0,65|  Kornsemmel 0,40 ; BIO Molkerei 0,80   
 BIO-Rührei|  Salat Port.  0,60 ; Breze 0,65   
 BIO-Rührei|  O-Saft frisch|  Obst 0,40 ; SalatTeller   
 BIO-Rührei|  O-Saft frisch|  SalatTeller ; Obst 0,40   
 BIO-Rührei|  Obst 0,40|  SalatTeller ; O-Saft frisch   
 O-Saft frisch|  Obst 0,40|  SalatTeller ; BIO-Rührei   
 BIO Molkerei 0,50|  BIO-Rührei|  Obst 0,40 ; Breze 0,65   
 BIO Molkerei 0,50|  Breze 0,65|  Obst 0,40 ; BIO-Rührei   
 BIO-Rührei|  Breze 0,65|  Obst 0,40 ; BIO Molkerei 0,50   
 BIO Molkerei 0,50|  BIO-Rührei ; Breze 0,65   
 Beilage a 0,75|  belegte Backw. 2,30 ; Salat Port.  0,60   
 Port. Butter Honig ec|  belegte Backw. 2,30 ; BIO Molkerei 0,55 _   
 Suppe 1,00|  belegte Backw. 2,30 ; Beilage a 0,45|  Salat Port.  0,60| 
 Beilage a 0,45|  Salat Port.  0,60|  belegte Backw. 2,30 ; Suppe 1,00   
 Beilage a 0,45|  Suppe 1,00|  belegte Backw. 2,30 ; Salat Port.  0,60   
 Salat Port.  0,60|  Suppe 1,00|  belegte Backw. 2,30 ; Beilage a 0,45   
 Proz. Rabatt/Aufschl.|  belegte Backw. 2,30 ; belegte Backw. 1,70   
 Beilage a 0,45|  Dessert a 0,80|  belegte Backw. 2,30 ; O-Saft frisch|  Obst 0,40| 
 Beilage a 0,45|  Obst 0,40|  belegte Backw. 2,30 ; Dessert a 0,80|  O-Saft frisch| 
 Dessert a 0,80|  Obst 0,40|  belegte Backw. 2,30 ; O-Saft frisch   
 Beilage a 0,45|  O-Saft frisch|  belegte Backw. 2,30 ; Dessert a 0,80|  Obst 0,40| 
 O-Saft frisch|  Obst 0,40|  belegte Backw. 2,30 ; Dessert a 0,80   
 Dessert a 0,80|  O-Saft frisch|  belegte Backw. 2,30 ; Obst 0,40   
 Dessert a 0,80|  O-Saft frisch|  Obst 0,40 ; Beilage a 0,45   
 Beilage a 0,45|  Dessert a 0,80|  O-Saft frisch|  Obst 0,40 ; belegte Backw. 2,30   
 Beilage a 0,45|  Dessert a 0,80|  O-Saft frisch|  belegte Backw. 2,30 ; Obst 0,40   
 Beilage a 0,45|  Dessert a 0,80|  Obst 0,40|  belegte Backw. 2,30 ; O-Saft frisch   
 Beilage a 0,45|  O-Saft frisch|  Obst 0,40|  belegte Backw. 2,30 ; Dessert a 0,80   
 Dessert a 0,80|  O-Saft frisch|  Obst 0,40|  belegte Backw. 2,30 ; Beilage a 0,45   
 BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  belegte Backw. 2,30 ; Obstbecher 0,90   
 BIO Molkerei 0,55 _|  Obstbecher 0,90|  belegte Backw. 2,30 ; BIO Molkerei 0,80   
 BIO Molkerei 0,80|  Obstbecher 0,90|  belegte Backw. 2,30 ; BIO Molkerei 0,55 _   
 Ei 0,30|  belegte Backw. 2,30 ; belegte Backw. 1,70   
 belegte Backw. 1,70|  belegte Backw. 2,30 ; Ei 0,30   
 Ei 0,30|  Ei 0,30 ; belegte Backw. 1,70   
 Ei 0,30|  Ei 0,30|  belegte Backw. 2,30 ; belegte Backw. 1,70   
 Kartoffelgulasch |  Salat Schale ; Tagessuppe a 0,30   
 BeiwerkSchale|  Kartoffelgulasch  ; Tagessuppe a 0,30   
 Kartoffelgulasch |  Kornsemmel 0,40 ; Tagessuppe a 0,30   
 Nasi Goreng mit Hühnchen |  SalatTeller ; Dessert a 0,80   
 Nasi Goreng mit Hühnchen |  Nasi Goreng mit Hühnchen  ; Tagessuppe a 0,30   
" BIO Molkerei 0,55 _|  Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch  "; O-Saft frisch   
" Ei 0,30|  Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch  "; Salat Port.  0,60   
" Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch |  Proz. Rabatt/Aufschl. "; O-Saft frisch|  Tagessuppe a 0,30| 
" O-Saft frisch|  Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch |  Proz. Rabatt/Aufschl. "; Tagessuppe a 0,30   
" O-Saft frisch|  Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch |  Tagessuppe a 0,30 "; Proz. Rabatt/Aufschl.   
" Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch |  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 "; O-Saft frisch   
" Breze 0,65|  Dessert a 0,80|  Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch  "; O-Saft frisch   
" Breze 0,65|  O-Saft frisch|  Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch  "; Dessert a 0,80   
" Dessert a 0,80|  O-Saft frisch|  Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch  "; Breze 0,65   
 BIO Back 0,45|  Semmeln ; SalatTeller   
" BIO Back 0,45|  Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch |  SalatTeller "; Semmeln   
" BIO Back 0,45|  Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch |  Semmeln "; SalatTeller   
 BIO Back 0,45|  SalatTeller|  Semmeln ;" Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch    "
" Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch |  SalatTeller|  Semmeln "; BIO Back 0,45   
" BeiwerkTeller|  Paprikaschote ""Bollywood"" Datteln, Feigen, Knoblauch  "; Tagessuppe a 0,30   
 BIO Molkerei 1,00|  Gemüse Kartoffelpfanne mit Hähnchenbrust  ; Salat Port.  0,60   
 Gemüse Kartoffelpfanne mit Hähnchenbrust |  Klassik Semmel 0,30 ; Salat Schale   
