Antecedent;Consequent
 Croissant 0,90|  Käse-Mohn Breze|  O-Saft frisch|  Semmeln|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec|  Wiener Teller| 
 Croissant 0,90|  MüsliTeller|  O-Saft frisch|  Semmeln|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  MüsliTeller|  Semmeln ; Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  Semmeln|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  MüsliTeller|  Semmeln|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  Port. Butter Honig ec ; Breze 0,65|  Ei 0,30|  Marmelade 0,35|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Port. Butter Honig ec|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  Port. Butter Honig ec|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch ; Breze 0,65|  Ei 0,30|  Marmelade 0,35|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  O-Saft frisch|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller ; Ei 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Weißwurst Teller ; Ei 0,30|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  Weißwurst Teller ; Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Käse-Mohn Breze|  O-Saft frisch|  Port. Butter Honig ec|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  MüsliTeller|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  MüsliTeller|  Port. Butter Honig ec ; Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  Port. Butter Honig ec|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  MüsliTeller|  Port. Butter Honig ec|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch ; Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  O-Saft frisch|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  MüsliTeller|  O-Saft frisch|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Marmelade 0,35|  MüsliTeller|  Semmeln|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Port. Butter Honig ec| 
 Croissant 0,90|  Marmelade 0,35|  Semmeln|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec| 
 Croissant 0,90|  Klassik Semmel 0,30|  Marmelade 0,35|  MüsliTeller|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Klassik Semmel 0,30|  Marmelade 0,35|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Semmeln| 
 Croissant 0,90|  Marmelade 0,35|  Port. Butter Honig ec|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch|  Semmeln| 
 Croissant 0,90|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Marmelade 0,35|  O-Saft frisch|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  Port. Butter Honig ec|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Marmelade 0,35|  MüsliTeller|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Marmelade 0,35|  Weißwurst Teller|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Klassik Semmel 0,30|  Marmelade 0,35|  MüsliTeller|  Semmeln ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  Marmelade 0,35|  Semmeln|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 Croissant 0,90|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec|  Semmeln ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Wiener Teller| 
 Croissant 0,90|  Marmelade 0,35|  Port. Butter Honig ec|  Semmeln|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch|  Wiener Teller| 
 Croissant 0,90|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Semmeln ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Port. Butter Honig ec|  Wiener Teller| 
 Croissant 0,90|  Marmelade 0,35|  O-Saft frisch|  Semmeln|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  Port. Butter Honig ec|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Marmelade 0,35|  MüsliTeller|  Semmeln ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Marmelade 0,35|  Semmeln|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  Marmelade 0,35|  Port. Butter Honig ec|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  MüsliTeller|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  Marmelade 0,35|  MüsliTeller ; Ei 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  Marmelade 0,35|  Weißwurst Teller ; Ei 0,30|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Marmelade 0,35|  Port. Butter Honig ec|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Marmelade 0,35|  O-Saft frisch|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  Semmeln|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec| 
 Croissant 0,90|  Klassik Semmel 0,30|  Semmeln|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec| 
 Croissant 0,90|  MüsliTeller|  Port. Butter Honig ec|  Semmeln|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch| 
 Croissant 0,90|  Port. Butter Honig ec|  Semmeln|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch| 
 Croissant 0,90|  MüsliTeller|  O-Saft frisch|  Semmeln|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec| 
 Croissant 0,90|  O-Saft frisch|  Semmeln|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec| 
 Breze 0,65|  Croissant 0,90|  MüsliTeller|  Semmeln|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec| 
 Breze 0,65|  Croissant 0,90|  Semmeln|  Weißwurst Teller|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec| 
 Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  Port. Butter Honig ec|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Semmeln| 
 Croissant 0,90|  Klassik Semmel 0,30|  Port. Butter Honig ec|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Semmeln| 
 Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  O-Saft frisch|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Klassik Semmel 0,30|  O-Saft frisch|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  Wiener Teller ; Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  Weißwurst Teller|  Wiener Teller ; Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Semmeln| 
 Croissant 0,90|  O-Saft frisch|  Port. Butter Honig ec|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  MüsliTeller|  Port. Butter Honig ec|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Port. Butter Honig ec|  Weißwurst Teller|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  MüsliTeller|  O-Saft frisch|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  O-Saft frisch|  Weißwurst Teller|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  Port. Butter Honig ec|  Semmeln ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  Port. Butter Honig ec|  Semmeln|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  O-Saft frisch|  Semmeln ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  O-Saft frisch|  Semmeln|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  Semmeln ; Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  Semmeln|  Weißwurst Teller ; Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 Croissant 0,90|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Wiener Teller| 
 Croissant 0,90|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  MüsliTeller|  Port. Butter Honig ec|  Semmeln ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Port. Butter Honig ec|  Semmeln|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  MüsliTeller|  O-Saft frisch|  Semmeln ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  O-Saft frisch|  Semmeln|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Klassik Semmel 0,30|  O-Saft frisch|  Port. Butter Honig ec|  Weißwurst Teller ; Breze 0,65|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  Port. Butter Honig ec ; Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  Port. Butter Honig ec|  Weißwurst Teller ; Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  O-Saft frisch|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  MüsliTeller|  O-Saft frisch ; Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  O-Saft frisch|  Weißwurst Teller ; Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  MüsliTeller|  O-Saft frisch|  Port. Butter Honig ec ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Semmeln|  Wiener Teller| 
 Breze 0,65|  Croissant 0,90|  O-Saft frisch|  Port. Butter Honig ec|  Weißwurst Teller ; Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller|  Semmeln|  Wiener Teller| 
 Croissant 0,90|  Käse-Mohn Breze|  Marmelade 0,35|  Semmeln|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  O-Saft frisch|  Port. Butter Honig ec| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Wiener Teller ; Breze 0,65|  Ei 0,30|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  O-Saft frisch|  Semmeln| 
 Croissant 0,90|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Port. Butter Honig ec|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  Marmelade 0,35|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Semmeln ; Breze 0,65|  O-Saft frisch|  Port. Butter Honig ec| 
 Croissant 0,90|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec|  Semmeln ; Breze 0,65|  Klassik Semmel 0,30|  O-Saft frisch| 
 Croissant 0,90|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Semmeln ; Breze 0,65|  Klassik Semmel 0,30|  Port. Butter Honig ec| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  Marmelade 0,35|  Semmeln ; Klassik Semmel 0,30|  O-Saft frisch|  Port. Butter Honig ec| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec ; Breze 0,65|  O-Saft frisch|  Semmeln| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch ; Breze 0,65|  Port. Butter Honig ec|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35 ; O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec ; Breze 0,65|  Klassik Semmel 0,30|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  Marmelade 0,35|  Port. Butter Honig ec ; Klassik Semmel 0,30|  O-Saft frisch|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch ; Klassik Semmel 0,30|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Semmeln|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec| 
 Croissant 0,90|  Käse-Mohn Breze|  Port. Butter Honig ec|  Semmeln|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch| 
 Croissant 0,90|  Käse-Mohn Breze|  O-Saft frisch|  Semmeln|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  Port. Butter Honig ec| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  Semmeln|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Port. Butter Honig ec|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Marmelade 0,35|  O-Saft frisch|  Semmeln| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Marmelade 0,35|  Port. Butter Honig ec|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Wiener Teller ; Ei 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Käse-Mohn Breze|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller ; Breze 0,65|  Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  Port. Butter Honig ec|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Semmeln| 
 Breze 0,65|  Croissant 0,90|  Käse-Mohn Breze|  O-Saft frisch|  Wiener Teller ; Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  Port. Butter Honig ec|  Semmeln| 
 Croissant 0,90|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Port. Butter Honig ec|  Semmeln ; Breze 0,65|  Marmelade 0,35|  O-Saft frisch| 
